"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","28","lambdaStepTest()","","Wed Nov 06 16:52:49 GMT 2024","passed","Wed Nov 06 16:52:49 GMT 2024","","com.example.junit5.StepTest","com.example.junit5.StepTest","lambdaStepTest"
"","18","annotatedStepTest()","","Wed Nov 06 16:52:49 GMT 2024","passed","Wed Nov 06 16:52:49 GMT 2024","","com.example.junit5.StepTest","com.example.junit5.StepTest","annotatedStepTest"
